case_number,gender,day,time_of_day,Offence,City
5722cbfefc13ae3fa4000951,Female,Friday,Afternoon,Theft,Huntington Beach
5722cbfefc13ae3fa4000952,Female,Saturday,Afternoon,Theft,Laguna Beach
5722cbfefc13ae3fa4000953,Female,Tuesday,Evening,Shooting,Aliso Viejo
5722cbfefc13ae3fa4000954,Male,Sunday,Evening,Assault,San Juan Capistrano
5722cbfefc13ae3fa4000955,Male,Thursday,Night,Kidnap,Huntington Beach
5722cbfefc13ae3fa4000956,Male,Saturday,Evening,Murder,Laguna Hills
5722cbfefc13ae3fa4000957,Female,Saturday,Night,Murder,Garden Grove
5722cbfefc13ae3fa4000958,Male,Thursday,Afternoon,Shooting,Villa Park
5722cbfefc13ae3fa4000959,Male,Saturday,Evening,Kidnap,La Palma
5722cbfefc13ae3fa400095a,Male,Saturday,Afternoon,Kidnap,Dana Point
5722cbfefc13ae3fa400095b,Female,Thursday,Night,Murder,Placentia
5722cbfefc13ae3fa400095c,Male,Thursday,Night,Shooting,Fountain Valley
5722cbfefc13ae3fa400095d,Male,Tuesday,Evening,Kidnap,Brea
5722cbfefc13ae3fa400095e,Male,Wednesday,Night,Theft,Seal Beach
5722cbfefc13ae3fa400095f,Female,Saturday,Evening,Kidnap,La Palma
5722cbfefc13ae3fa4000960,Female,Tuesday,Afternoon,Theft,La Habra
5722cbfefc13ae3fa4000961,Male,Friday,Night,Shooting,Los Alamitos
5722cbfefc13ae3fa4000962,Male,Thursday,Afternoon,Murder,Villa Park
5722cbfefc13ae3fa4000963,Female,Friday,Night,Kidnap,Laguna Beach
5722cbfefc13ae3fa4000964,Female,Thursday,Night,Assault,Seal Beach
5722cbfefc13ae3fa4000965,Male,Saturday,Evening,Theft,Santa Ana
5722cbfefc13ae3fa4000966,Male,Friday,Night,Murder,San Juan Capistrano
5722cbfefc13ae3fa4000967,Male,Saturday,Night,Shooting,Dana Point
5722cbfefc13ae3fa4000968,Female,Friday,Night,Theft,Fountain Valley
5722cbfefc13ae3fa4000969,Female,Thursday,Night,Assault,San Juan Capistrano
5722cbfefc13ae3fa400096a,Male,Wednesday,Night,Theft,Anaheim
5722cbfefc13ae3fa400096b,Female,Friday,Evening,Murder,Mission Viejo
5722cbfefc13ae3fa400096c,Female,Saturday,Afternoon,Assault,Laguna Beach
5722cbfefc13ae3fa400096d,Male,Saturday,Afternoon,Assault,Laguna Beach
5722cbfefc13ae3fa400096e,Female,Thursday,Afternoon,Kidnap,Laguna Hills
5722cbfefc13ae3fa400096f,Female,Saturday,Afternoon,Assault,Rancho Santa Margarita
5722cbfefc13ae3fa4000970,Female,Thursday,Afternoon,Murder,Aliso Viejo
5722cbfefc13ae3fa4000971,Female,Friday,Evening,Kidnap,Fullerton
5722cbfefc13ae3fa4000972,Male,Thursday,Afternoon,Kidnap,Lake Forest
5722cbfefc13ae3fa4000973,Male,Thursday,Afternoon,Murder,Brea
5722cbfefc13ae3fa4000974,Female,Tuesday,Afternoon,Kidnap,San Clemente
5722cbfefc13ae3fa4000975,Female,Sunday,Evening,Assault,Placentia
5722cbfefc13ae3fa4000976,Male,Tuesday,Afternoon,Murder,Fullerton
5722cbfefc13ae3fa4000977,Female,Wednesday,Evening,Kidnap,Stanton
5722cbfefc13ae3fa4000978,Female,Sunday,Afternoon,Murder,Laguna Hills
5722cbfefc13ae3fa4000979,Male,Friday,Night,Shooting,Anaheim
5722cbfefc13ae3fa400097a,Female,Tuesday,Evening,Theft,Lake Forest
5722cbfefc13ae3fa400097b,Male,Wednesday,Night,Theft,Santa Ana
5722cbfefc13ae3fa400097c,Male,Sunday,Afternoon,Kidnap,Yorba Linda
5722cbfefc13ae3fa400097d,Male,Saturday,Night,Murder,Lake Forest
5722cbfefc13ae3fa400097e,Female,Wednesday,Evening,Shooting,Laguna Woods
5722cbfefc13ae3fa400097f,Male,Tuesday,Evening,Kidnap,Yorba Linda
5722cbfefc13ae3fa4000980,Male,Tuesday,Evening,Shooting,Placentia
5722cbfefc13ae3fa4000981,Female,Tuesday,Night,Theft,Tustin
5722cbfefc13ae3fa4000982,Male,Friday,Afternoon,Kidnap,San Juan Capistrano
5722cbfefc13ae3fa4000983,Male,Monday,Night,Assault,Stanton
5722cbfefc13ae3fa4000984,Male,Tuesday,Night,Murder,Cypress
5722cbfefc13ae3fa4000985,Male,Saturday,Evening,Shooting,Santa Ana
5722cbfefc13ae3fa4000986,Female,Tuesday,Night,Assault,Westminster
5722cbfefc13ae3fa4000987,Male,Friday,Night,Kidnap,Mission Viejo
5722cbfefc13ae3fa4000988,Female,Friday,Evening,Shooting,Laguna Beach
5722cbfefc13ae3fa4000989,Female,Thursday,Evening,Murder,Aliso Viejo
5722cbfefc13ae3fa400098a,Male,Saturday,Night,Theft,Placentia
5722cbfefc13ae3fa400098b,Female,Saturday,Afternoon,Assault,Garden Grove
5722cbfefc13ae3fa400098c,Male,Sunday,Evening,Theft,Los Alamitos
5722cbfefc13ae3fa400098d,Female,Sunday,Night,Theft,Laguna Woods
5722cbfefc13ae3fa400098e,Male,Monday,Afternoon,Assault,Santa Ana
5722cbfefc13ae3fa400098f,Female,Thursday,Evening,Murder,Newport Beach
5722cbfefc13ae3fa4000990,Male,Wednesday,Night,Shooting,Lake Forest
5722cbfefc13ae3fa4000991,Female,Friday,Afternoon,Kidnap,San Juan Capistrano
5722cbfefc13ae3fa4000992,Male,Monday,Night,Kidnap,Fountain Valley
5722cbfefc13ae3fa4000993,Male,Wednesday,Afternoon,Murder,Westminster
5722cbfefc13ae3fa4000994,Female,Thursday,Evening,Assault,Seal Beach
5722cbfefc13ae3fa4000995,Female,Tuesday,Afternoon,Kidnap,San Juan Capistrano
5722cbfefc13ae3fa4000996,Male,Saturday,Night,Theft,Brea
5722cbfefc13ae3fa4000997,Female,Tuesday,Evening,Shooting,Newport Beach
5722cbfefc13ae3fa4000998,Male,Thursday,Night,Murder,Los Alamitos
5722cbfefc13ae3fa4000999,Female,Tuesday,Afternoon,Theft,San Clemente
5722cbfefc13ae3fa400099a,Female,Friday,Evening,Theft,Lake Forest
5722cbfefc13ae3fa400099b,Male,Friday,Evening,Theft,Dana Point
5722cbfefc13ae3fa400099c,Female,Sunday,Afternoon,Shooting,Aliso Viejo
5722cbfefc13ae3fa400099d,Male,Sunday,Afternoon,Shooting,Cypress
5722cbfefc13ae3fa400099e,Female,Sunday,Night,Assault,Tustin
5722cbfefc13ae3fa400099f,Male,Saturday,Afternoon,Murder,Garden Grove
5722cbfefc13ae3fa40009a0,Female,Sunday,Evening,Kidnap,Laguna Woods
5722cbfefc13ae3fa40009a1,Male,Saturday,Night,Theft,Cypress
5722cbfefc13ae3fa40009a2,Male,Sunday,Evening,Kidnap,Orange
5722cbfefc13ae3fa40009a3,Female,Tuesday,Evening,Murder,Brea
5722cbfefc13ae3fa40009a4,Male,Friday,Evening,Murder,Los Alamitos
5722cbfefc13ae3fa40009a5,Male,Monday,Night,Murder,Costa Mesa
5722cbfefc13ae3fa40009a6,Male,Sunday,Evening,Theft,Garden Grove
5722cbfefc13ae3fa40009a7,Male,Sunday,Evening,Theft,Orange
5722cbfefc13ae3fa40009a8,Female,Sunday,Afternoon,Assault,Mission Viejo
5722cbfefc13ae3fa40009a9,Female,Friday,Evening,Theft,Laguna Niguel
5722cbfefc13ae3fa40009aa,Female,Tuesday,Evening,Kidnap,Cypress
5722cbfefc13ae3fa40009ab,Female,Friday,Evening,Kidnap,Buena Park
5722cbfefc13ae3fa40009ac,Male,Saturday,Evening,Kidnap,La Palma
5722cbfefc13ae3fa40009ad,Male,Monday,Evening,Kidnap,Santa Ana
5722cbfefc13ae3fa40009ae,Female,Monday,Evening,Theft,Los Alamitos
5722cbfefc13ae3fa40009af,Male,Wednesday,Afternoon,Assault,Buena Park
5722cbfefc13ae3fa40009b0,Male,Saturday,Afternoon,Kidnap,Laguna Beach
5722cbfefc13ae3fa40009b1,Female,Wednesday,Night,Theft,Yorba Linda
5722cbfefc13ae3fa40009b2,Female,Saturday,Evening,Murder,Westminster
5722cbfefc13ae3fa40009b3,Female,Thursday,Evening,Assault,Mission Viejo
5722cbfefc13ae3fa40009b4,Female,Monday,Evening,Assault,Aliso Viejo
5722cbfefc13ae3fa40009b5,Female,Friday,Night,Assault,Los Alamitos
5722cbfefc13ae3fa40009b6,Female,Saturday,Afternoon,Assault,Lake Forest
5722cbfefc13ae3fa40009b7,Male,Tuesday,Evening,Kidnap,San Clemente
5722cbfefc13ae3fa40009b8,Male,Sunday,Night,Shooting,Costa Mesa
5722cbfefc13ae3fa40009b9,Female,Saturday,Evening,Theft,Buena Park
5722cbfefc13ae3fa40009ba,Female,Thursday,Night,Assault,Anaheim
5722cbfefc13ae3fa40009bb,Female,Sunday,Night,Theft,Dana Point
5722cbfefc13ae3fa40009bc,Male,Thursday,Evening,Kidnap,Yorba Linda
5722cbfefc13ae3fa40009bd,Female,Monday,Evening,Kidnap,La Palma
5722cbfefc13ae3fa40009be,Female,Tuesday,Afternoon,Shooting,Seal Beach
5722cbfefc13ae3fa40009bf,Female,Tuesday,Afternoon,Shooting,Newport Beach
5722cbfefc13ae3fa40009c0,Male,Wednesday,Evening,Shooting,Irvine
5722cbfefc13ae3fa40009c1,Female,Monday,Night,Murder,Los Alamitos
5722cbfefc13ae3fa40009c2,Female,Wednesday,Afternoon,Kidnap,Garden Grove
5722cbfefc13ae3fa40009c3,Female,Tuesday,Night,Assault,Fountain Valley
5722cbfefc13ae3fa40009c4,Male,Wednesday,Night,Kidnap,Garden Grove
5722cbfefc13ae3fa40009c5,Female,Saturday,Evening,Kidnap,Lake Forest
5722cbfefc13ae3fa40009c6,Female,Thursday,Evening,Murder,La Habra
5722cbfefc13ae3fa40009c7,Female,Monday,Evening,Shooting,Anaheim
5722cbfefc13ae3fa40009c8,Female,Saturday,Afternoon,Kidnap,San Juan Capistrano
5722cbfefc13ae3fa40009c9,Male,Monday,Afternoon,Shooting,Tustin
5722cbfefc13ae3fa40009ca,Female,Thursday,Night,Shooting,Placentia
5722cbfefc13ae3fa40009cb,Female,Saturday,Afternoon,Kidnap,Mission Viejo
5722cbfefc13ae3fa40009cc,Male,Thursday,Evening,Theft,Laguna Beach
5722cbfefc13ae3fa40009cd,Female,Tuesday,Night,Murder,Mission Viejo
5722cbfefc13ae3fa40009ce,Female,Sunday,Evening,Murder,Stanton
5722cbfefc13ae3fa40009cf,Female,Wednesday,Evening,Murder,Westminster
5722cbfefc13ae3fa40009d0,Female,Saturday,Night,Assault,Newport Beach
5722cbfefc13ae3fa40009d1,Male,Tuesday,Night,Murder,Mission Viejo
5722cbfefc13ae3fa40009d2,Female,Friday,Afternoon,Shooting,Buena Park
5722cbfefc13ae3fa40009d3,Male,Sunday,Evening,Kidnap,Tustin
5722cbfefc13ae3fa40009d4,Male,Thursday,Afternoon,Theft,San Clemente
5722cbfefc13ae3fa40009d5,Female,Saturday,Night,Shooting,Rancho Santa Margarita
5722cbfefc13ae3fa40009d6,Female,Friday,Evening,Assault,Costa Mesa
5722cbfefc13ae3fa40009d7,Female,Saturday,Afternoon,Theft,Cypress
5722cbfefc13ae3fa40009d8,Male,Thursday,Night,Shooting,San Juan Capistrano
5722cbfefc13ae3fa40009d9,Male,Tuesday,Evening,Assault,Yorba Linda
5722cbfefc13ae3fa40009da,Male,Monday,Night,Murder,Laguna Niguel
5722cbfefc13ae3fa40009db,Female,Tuesday,Afternoon,Assault,Laguna Niguel
5722cbfefc13ae3fa40009dc,Male,Friday,Afternoon,Theft,Los Alamitos
5722cbfefc13ae3fa40009dd,Male,Sunday,Afternoon,Theft,Mission Viejo
5722cbfefc13ae3fa40009de,Female,Tuesday,Afternoon,Murder,Huntington Beach
5722cbfefc13ae3fa40009df,Male,Monday,Afternoon,Kidnap,Laguna Beach
5722cbfefc13ae3fa40009e0,Female,Saturday,Afternoon,Shooting,Westminster
5722cbfefc13ae3fa40009e1,Female,Monday,Evening,Theft,Santa Ana
5722cbfefc13ae3fa40009e2,Male,Monday,Night,Murder,Fullerton
5722cbfefc13ae3fa40009e3,Female,Tuesday,Afternoon,Kidnap,La Habra
5722cbfefc13ae3fa40009e4,Male,Sunday,Afternoon,Shooting,Orange
5722cbfefc13ae3fa40009e5,Male,Monday,Evening,Assault,La Habra
5722cbfefc13ae3fa40009e6,Male,Friday,Evening,Theft,Lake Forest
5722cbfefc13ae3fa40009e7,Female,Tuesday,Evening,Murder,Irvine
5722cbfefc13ae3fa40009e8,Female,Wednesday,Evening,Theft,Mission Viejo
5722cbfefc13ae3fa40009e9,Female,Monday,Night,Theft,Tustin
5722cbfefc13ae3fa40009ea,Female,Monday,Night,Kidnap,Laguna Niguel
5722cbfefc13ae3fa40009eb,Female,Sunday,Night,Kidnap,Laguna Niguel
5722cbfefc13ae3fa40009ec,Male,Wednesday,Afternoon,Theft,La Habra
5722cbfefc13ae3fa40009ed,Male,Friday,Night,Theft,Fountain Valley
5722cbfefc13ae3fa40009ee,Male,Monday,Evening,Kidnap,Buena Park
5722cbfefc13ae3fa40009ef,Male,Sunday,Evening,Shooting,Tustin
5722cbfefc13ae3fa40009f0,Female,Saturday,Evening,Assault,Newport Beach
5722cbfefc13ae3fa40009f1,Male,Friday,Afternoon,Murder,Laguna Hills
5722cbfefc13ae3fa40009f2,Male,Monday,Afternoon,Assault,Fullerton
5722cbfefc13ae3fa40009f3,Female,Friday,Evening,Theft,Garden Grove
5722cbfefc13ae3fa40009f4,Female,Thursday,Afternoon,Murder,Laguna Hills
5722cbfefc13ae3fa40009f5,Female,Thursday,Night,Theft,Fountain Valley
5722cbfefc13ae3fa40009f6,Female,Sunday,Evening,Kidnap,Stanton
5722cbfefc13ae3fa40009f7,Male,Wednesday,Evening,Theft,Anaheim
5722cbfefc13ae3fa40009f8,Female,Wednesday,Night,Theft,Fullerton
5722cbfefc13ae3fa40009f9,Male,Friday,Night,Theft,Westminster
5722cbfefc13ae3fa40009fa,Female,Sunday,Night,Assault,Laguna Beach
5722cbfefc13ae3fa40009fb,Female,Thursday,Afternoon,Theft,Garden Grove
5722cbfefc13ae3fa40009fc,Female,Tuesday,Afternoon,Assault,Buena Park
5722cbfefc13ae3fa40009fd,Male,Sunday,Evening,Kidnap,Seal Beach
5722cbfefc13ae3fa40009fe,Female,Wednesday,Night,Assault,Rancho Santa Margarita
5722cbfefc13ae3fa40009ff,Male,Tuesday,Night,Shooting,Aliso Viejo
5722cbfefc13ae3fa4000a00,Male,Friday,Night,Kidnap,Tustin
5722cbfefc13ae3fa4000a01,Male,Monday,Afternoon,Kidnap,Buena Park
5722cbfefc13ae3fa4000a02,Female,Sunday,Evening,Theft,Anaheim
5722cbfefc13ae3fa4000a03,Male,Tuesday,Afternoon,Assault,Dana Point
5722cbfefc13ae3fa4000a04,Female,Thursday,Afternoon,Assault,Anaheim
5722cbfefc13ae3fa4000a05,Male,Sunday,Afternoon,Theft,Newport Beach
5722cbfefc13ae3fa4000a06,Male,Friday,Afternoon,Assault,Dana Point
5722cbfefc13ae3fa4000a07,Male,Saturday,Night,Murder,Laguna Beach
5722cbfefc13ae3fa4000a08,Male,Tuesday,Afternoon,Theft,Lake Forest
5722cbfefc13ae3fa4000a09,Male,Wednesday,Afternoon,Shooting,Laguna Woods
5722cbfefc13ae3fa4000a0a,Female,Saturday,Evening,Kidnap,Westminster
5722cbfefc13ae3fa4000a0b,Female,Saturday,Afternoon,Shooting,Fullerton
5722cbfefc13ae3fa4000a0c,Male,Friday,Night,Assault,Seal Beach
5722cbfefc13ae3fa4000a0d,Male,Tuesday,Night,Theft,La Habra
5722cbfefc13ae3fa4000a0e,Female,Tuesday,Evening,Murder,Brea
5722cbfefc13ae3fa4000a0f,Female,Friday,Night,Kidnap,Rancho Santa Margarita
5722cbfefc13ae3fa4000a10,Male,Wednesday,Afternoon,Murder,Huntington Beach
5722cbfefc13ae3fa4000a11,Female,Tuesday,Afternoon,Shooting,Yorba Linda
5722cbfefc13ae3fa4000a12,Female,Saturday,Evening,Kidnap,Stanton
5722cbfefc13ae3fa4000a13,Male,Saturday,Afternoon,Murder,Cypress
5722cbfefc13ae3fa4000a14,Female,Saturday,Night,Theft,Costa Mesa
5722cbfefc13ae3fa4000a15,Female,Tuesday,Night,Shooting,San Clemente
5722cbfefc13ae3fa4000a16,Male,Thursday,Afternoon,Assault,Fullerton
5722cbfefc13ae3fa4000a17,Female,Saturday,Night,Assault,Placentia
5722cbfefc13ae3fa4000a18,Female,Sunday,Evening,Assault,Anaheim
5722cbfefc13ae3fa4000a19,Male,Friday,Afternoon,Kidnap,Mission Viejo
5722cbfefc13ae3fa4000a1a,Male,Tuesday,Evening,Murder,Laguna Woods
5722cbfefc13ae3fa4000a1b,Female,Tuesday,Afternoon,Theft,San Juan Capistrano
5722cbfefc13ae3fa4000a1c,Male,Monday,Night,Murder,Newport Beach
5722cbfefc13ae3fa4000a1d,Male,Thursday,Night,Murder,Westminster
5722cbfefc13ae3fa4000a1e,Female,Thursday,Night,Kidnap,Lake Forest
5722cbfefc13ae3fa4000a1f,Female,Wednesday,Evening,Assault,Los Alamitos
5722cbfefc13ae3fa4000a20,Female,Thursday,Night,Kidnap,Tustin
5722cbfefc13ae3fa4000a21,Female,Thursday,Evening,Murder,Cypress
5722cbfefc13ae3fa4000a22,Male,Friday,Afternoon,Kidnap,Placentia
5722cbfefc13ae3fa4000a23,Female,Friday,Afternoon,Murder,Yorba Linda
5722cbfefc13ae3fa4000a24,Male,Saturday,Night,Shooting,Rancho Santa Margarita
5722cbfefc13ae3fa4000a25,Male,Friday,Afternoon,Assault,Lake Forest
5722cbfefc13ae3fa4000a26,Male,Tuesday,Afternoon,Murder,La Palma
5722cbfefc13ae3fa4000a27,Female,Wednesday,Night,Shooting,Dana Point
5722cbfefc13ae3fa4000a28,Female,Tuesday,Afternoon,Shooting,Los Alamitos
5722cbfefc13ae3fa4000a29,Female,Saturday,Evening,Shooting,Westminster
5722cbfefc13ae3fa4000a2a,Male,Tuesday,Night,Kidnap,Yorba Linda
5722cbfefc13ae3fa4000a2b,Female,Thursday,Afternoon,Kidnap,La Habra
5722cbfefc13ae3fa4000a2c,Female,Wednesday,Night,Assault,Garden Grove
5722cbfefc13ae3fa4000a2d,Male,Wednesday,Night,Shooting,Laguna Hills
5722cbfefc13ae3fa4000a2e,Female,Thursday,Evening,Kidnap,Anaheim
5722cbfefc13ae3fa4000a2f,Female,Wednesday,Night,Murder,Huntington Beach
5722cbfefc13ae3fa4000a30,Male,Tuesday,Evening,Theft,San Juan Capistrano
5722cbfefc13ae3fa4000a31,Male,Monday,Evening,Assault,Placentia
5722cbfefc13ae3fa4000a32,Male,Friday,Night,Kidnap,Westminster
5722cbfefc13ae3fa4000a33,Female,Sunday,Night,Assault,Anaheim
5722cbfefc13ae3fa4000a34,Female,Sunday,Afternoon,Assault,La Habra
5722cbfefc13ae3fa4000a35,Female,Friday,Evening,Shooting,Villa Park
5722cbfefc13ae3fa4000a36,Female,Saturday,Afternoon,Murder,Cypress
5722cbfefc13ae3fa4000a37,Male,Tuesday,Evening,Shooting,Yorba Linda
5722cbfefc13ae3fa4000a38,Male,Sunday,Night,Murder,Placentia
5722cbfefc13ae3fa4000a39,Female,Monday,Night,Theft,La Palma
5722cbfefc13ae3fa4000a3a,Male,Thursday,Evening,Murder,Laguna Hills
5722cbfefc13ae3fa4000a3b,Female,Saturday,Evening,Assault,Santa Ana
5722cbfefc13ae3fa4000a3c,Female,Monday,Afternoon,Theft,San Clemente
5722cbfefc13ae3fa4000a3d,Male,Monday,Evening,Assault,Newport Beach
5722cbfefc13ae3fa4000a3e,Female,Thursday,Evening,Assault,Anaheim
5722cbfefc13ae3fa4000a3f,Female,Wednesday,Evening,Assault,Tustin
5722cbfefc13ae3fa4000a40,Female,Saturday,Afternoon,Shooting,Brea
5722cbfefc13ae3fa4000a41,Male,Thursday,Night,Shooting,Laguna Beach
5722cbfefc13ae3fa4000a42,Male,Monday,Night,Theft,Rancho Santa Margarita
5722cbfefc13ae3fa4000a43,Male,Thursday,Evening,Kidnap,Buena Park
5722cbfefc13ae3fa4000a44,Male,Friday,Night,Theft,La Palma
5722cbfefc13ae3fa4000a45,Female,Saturday,Night,Murder,Lake Forest
5722cbfefc13ae3fa4000a46,Male,Sunday,Afternoon,Assault,Fountain Valley
5722cbfefc13ae3fa4000a47,Female,Friday,Afternoon,Shooting,Orange
5722cbfefc13ae3fa4000a48,Male,Friday,Evening,Theft,Santa Ana
5722cbfefc13ae3fa4000a49,Female,Tuesday,Night,Theft,Dana Point
5722cbfefc13ae3fa4000a4a,Male,Tuesday,Afternoon,Kidnap,Rancho Santa Margarita
5722cbfefc13ae3fa4000a4b,Male,Wednesday,Night,Theft,Los Alamitos
5722cbfefc13ae3fa4000a4c,Female,Saturday,Afternoon,Kidnap,Villa Park
5722cbfefc13ae3fa4000a4d,Male,Friday,Afternoon,Kidnap,Los Alamitos
5722cbfefc13ae3fa4000a4e,Male,Monday,Night,Assault,Laguna Beach
5722cbfefc13ae3fa4000a4f,Female,Monday,Afternoon,Assault,Anaheim
5722cbfefc13ae3fa4000a50,Male,Wednesday,Evening,Murder,San Clemente
5722cbfefc13ae3fa4000a51,Male,Thursday,Evening,Kidnap,San Clemente
5722cbfefc13ae3fa4000a52,Male,Friday,Night,Shooting,Stanton
5722cbfefc13ae3fa4000a53,Female,Saturday,Afternoon,Theft,Fountain Valley
5722cbfefc13ae3fa4000a54,Male,Wednesday,Evening,Kidnap,Costa Mesa
5722cbfefc13ae3fa4000a55,Male,Sunday,Night,Murder,San Juan Capistrano
5722cbfefc13ae3fa4000a56,Male,Saturday,Afternoon,Murder,Rancho Santa Margarita
5722cbfefc13ae3fa4000a57,Male,Wednesday,Afternoon,Theft,Orange
5722cbfefc13ae3fa4000a58,Male,Saturday,Afternoon,Kidnap,Tustin
5722cbfefc13ae3fa4000a59,Female,Friday,Evening,Theft,Placentia
5722cbfefc13ae3fa4000a5a,Female,Sunday,Evening,Murder,La Habra
5722cbfefc13ae3fa4000a5b,Female,Thursday,Evening,Assault,Fountain Valley
5722cbfefc13ae3fa4000a5c,Female,Friday,Night,Kidnap,Cypress
5722cbfefc13ae3fa4000a5d,Male,Friday,Evening,Theft,Stanton
5722cbfefc13ae3fa4000a5e,Male,Saturday,Evening,Assault,Rancho Santa Margarita
5722cbfefc13ae3fa4000a5f,Female,Friday,Afternoon,Shooting,Yorba Linda
5722cbfefc13ae3fa4000a60,Female,Friday,Evening,Murder,Anaheim
5722cbfefc13ae3fa4000a61,Male,Monday,Afternoon,Murder,Rancho Santa Margarita
5722cbfefc13ae3fa4000a62,Female,Tuesday,Night,Assault,Placentia
5722cbfefc13ae3fa4000a63,Female,Thursday,Evening,Assault,Westminster
5722cbfefc13ae3fa4000a64,Female,Tuesday,Afternoon,Shooting,Irvine
5722cbfefc13ae3fa4000a65,Female,Monday,Night,Shooting,Buena Park
5722cbfefc13ae3fa4000a66,Male,Friday,Afternoon,Theft,Seal Beach
5722cbfefc13ae3fa4000a67,Male,Sunday,Afternoon,Kidnap,Brea
5722cbfefc13ae3fa4000a68,Female,Friday,Night,Theft,Aliso Viejo
5722cbfefc13ae3fa4000a69,Male,Thursday,Evening,Theft,Fullerton
5722cbfefc13ae3fa4000a6a,Female,Thursday,Night,Assault,Newport Beach
5722cbfefc13ae3fa4000a6b,Female,Friday,Evening,Assault,Orange
