case_number,gender,day,time_of_day,Offence,City
5722cc23fc13ae3fa4000d1d,Female,Friday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000d1e,Male,Friday,Evening,Theft,Anaheim
5722cc23fc13ae3fa4000d1f,Female,Friday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000d20,Male,Saturday,Evening,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000d21,Male,Friday,Evening,Theft,Santa Ana
5722cc23fc13ae3fa4000d22,Male,Saturday,Night,Assault,Santa Ana
5722cc23fc13ae3fa4000d23,Male,Saturday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000d24,Male,Friday,Night,Theft,Placentia
5722cc23fc13ae3fa4000d25,Male,Sunday,Night,Assault,Anaheim
5722cc23fc13ae3fa4000d26,Male,Friday,Afternoon,Theft,Costa Mesa
5722cc23fc13ae3fa4000d27,Male,Saturday,Evening,Kidnap,Placentia
5722cc23fc13ae3fa4000d28,Female,Saturday,Evening,Assault,Tustin
5722cc23fc13ae3fa4000d29,Female,Friday,Evening,Assault,Santa Ana
5722cc23fc13ae3fa4000d2a,Male,Saturday,Night,Theft,Anaheim
5722cc23fc13ae3fa4000d2b,Female,Friday,Night,Kidnap,Tustin
5722cc23fc13ae3fa4000d2c,Female,Saturday,Evening,Theft,Placentia
5722cc23fc13ae3fa4000d2d,Male,Friday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d2e,Female,Sunday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000d2f,Male,Sunday,Evening,Assault,Santa Ana
5722cc23fc13ae3fa4000d30,Male,Sunday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000d31,Male,Saturday,Night,Kidnap,Placentia
5722cc23fc13ae3fa4000d32,Female,Sunday,Evening,Theft,Costa Mesa
5722cc23fc13ae3fa4000d33,Male,Sunday,Afternoon,Theft,Placentia
5722cc23fc13ae3fa4000d34,Male,Friday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000d35,Male,Saturday,Afternoon,Theft,Fullerton
5722cc23fc13ae3fa4000d36,Female,Saturday,Evening,Theft,Santa Ana
5722cc23fc13ae3fa4000d37,Female,Saturday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000d38,Male,Saturday,Afternoon,Assault,Placentia
5722cc23fc13ae3fa4000d39,Male,Saturday,Afternoon,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000d3a,Male,Saturday,Night,Theft,Costa Mesa
5722cc23fc13ae3fa4000d3b,Male,Friday,Afternoon,Theft,Placentia
5722cc23fc13ae3fa4000d3c,Male,Saturday,Afternoon,Theft,Anaheim
5722cc23fc13ae3fa4000d3d,Male,Sunday,Evening,Theft,Tustin
5722cc23fc13ae3fa4000d3e,Female,Friday,Afternoon,Assault,Fullerton
5722cc23fc13ae3fa4000d3f,Female,Friday,Night,Kidnap,Tustin
5722cc23fc13ae3fa4000d40,Male,Friday,Night,Theft,Santa Ana
5722cc23fc13ae3fa4000d41,Female,Saturday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000d42,Male,Friday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000d43,Female,Friday,Night,Theft,Costa Mesa
5722cc23fc13ae3fa4000d44,Female,Sunday,Night,Assault,Placentia
5722cc23fc13ae3fa4000d45,Male,Friday,Night,Kidnap,Fullerton
5722cc23fc13ae3fa4000d46,Female,Friday,Night,Kidnap,Placentia
5722cc23fc13ae3fa4000d47,Female,Friday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d48,Male,Friday,Evening,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d49,Female,Saturday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d4a,Male,Friday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000d4b,Female,Friday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d4c,Female,Sunday,Afternoon,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000d4d,Female,Sunday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000d4e,Female,Sunday,Night,Kidnap,Tustin
5722cc23fc13ae3fa4000d4f,Male,Sunday,Night,Theft,Costa Mesa
5722cc23fc13ae3fa4000d50,Male,Sunday,Evening,Kidnap,Fullerton
5722cc23fc13ae3fa4000d51,Male,Friday,Night,Assault,Fullerton
5722cc23fc13ae3fa4000d52,Male,Friday,Afternoon,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000d53,Male,Friday,Afternoon,Kidnap,Tustin
5722cc23fc13ae3fa4000d54,Female,Friday,Evening,Assault,Anaheim
5722cc23fc13ae3fa4000d55,Male,Friday,Night,Assault,Santa Ana
5722cc23fc13ae3fa4000d56,Female,Saturday,Evening,Assault,Costa Mesa
5722cc23fc13ae3fa4000d57,Female,Friday,Afternoon,Assault,Fullerton
5722cc23fc13ae3fa4000d58,Female,Saturday,Afternoon,Theft,Costa Mesa
5722cc23fc13ae3fa4000d59,Male,Saturday,Evening,Theft,Tustin
5722cc23fc13ae3fa4000d5a,Male,Friday,Evening,Assault,Costa Mesa
5722cc23fc13ae3fa4000d5b,Female,Saturday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000d5c,Male,Friday,Night,Assault,Costa Mesa
5722cc23fc13ae3fa4000d5d,Female,Sunday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000d5e,Male,Sunday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000d5f,Male,Friday,Evening,Theft,Fullerton
5722cc23fc13ae3fa4000d60,Female,Sunday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000d61,Female,Friday,Evening,Assault,Santa Ana
5722cc23fc13ae3fa4000d62,Female,Saturday,Evening,Kidnap,Tustin
5722cc23fc13ae3fa4000d63,Male,Saturday,Night,Assault,Anaheim
5722cc23fc13ae3fa4000d64,Male,Friday,Night,Assault,Anaheim
5722cc23fc13ae3fa4000d65,Male,Saturday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000d66,Male,Sunday,Evening,Theft,Tustin
5722cc23fc13ae3fa4000d67,Male,Sunday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000d68,Female,Saturday,Evening,Theft,Fullerton
5722cc23fc13ae3fa4000d69,Male,Saturday,Evening,Assault,Fullerton
5722cc23fc13ae3fa4000d6a,Male,Sunday,Afternoon,Kidnap,Tustin
5722cc23fc13ae3fa4000d6b,Male,Sunday,Afternoon,Theft,Costa Mesa
5722cc23fc13ae3fa4000d6c,Female,Sunday,Afternoon,Theft,Placentia
5722cc23fc13ae3fa4000d6d,Female,Friday,Evening,Theft,Placentia
5722cc23fc13ae3fa4000d6e,Female,Sunday,Afternoon,Theft,Anaheim
5722cc23fc13ae3fa4000d6f,Male,Sunday,Night,Assault,Placentia
5722cc23fc13ae3fa4000d70,Female,Saturday,Afternoon,Assault,Anaheim
5722cc23fc13ae3fa4000d71,Male,Saturday,Afternoon,Assault,Anaheim
5722cc23fc13ae3fa4000d72,Male,Saturday,Afternoon,Theft,Tustin
5722cc23fc13ae3fa4000d73,Male,Friday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000d74,Male,Sunday,Afternoon,Assault,Placentia
5722cc23fc13ae3fa4000d75,Male,Friday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000d76,Male,Friday,Afternoon,Kidnap,Anaheim
5722cc23fc13ae3fa4000d77,Female,Friday,Evening,Assault,Fullerton
5722cc23fc13ae3fa4000d78,Female,Saturday,Evening,Kidnap,Tustin
5722cc23fc13ae3fa4000d79,Female,Friday,Night,Assault,Fullerton
5722cc23fc13ae3fa4000d7a,Male,Friday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000d7b,Female,Sunday,Afternoon,Assault,Anaheim
5722cc23fc13ae3fa4000d7c,Female,Friday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000d7d,Female,Saturday,Afternoon,Assault,Fullerton
5722cc23fc13ae3fa4000d7e,Male,Friday,Evening,Assault,Fullerton
5722cc23fc13ae3fa4000d7f,Female,Saturday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d80,Male,Friday,Evening,Theft,Santa Ana
5722cc23fc13ae3fa4000d81,Male,Saturday,Afternoon,Assault,Placentia
5722cc23fc13ae3fa4000d82,Female,Friday,Night,Theft,Placentia
5722cc23fc13ae3fa4000d83,Male,Sunday,Afternoon,Kidnap,Anaheim
5722cc23fc13ae3fa4000d84,Female,Friday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d85,Male,Sunday,Night,Theft,Placentia
5722cc23fc13ae3fa4000d86,Male,Friday,Night,Theft,Tustin
5722cc23fc13ae3fa4000d87,Male,Sunday,Night,Kidnap,Anaheim
5722cc23fc13ae3fa4000d88,Female,Sunday,Evening,Theft,Anaheim
5722cc23fc13ae3fa4000d89,Female,Friday,Afternoon,Theft,Placentia
5722cc23fc13ae3fa4000d8a,Male,Friday,Evening,Theft,Anaheim
5722cc23fc13ae3fa4000d8b,Male,Friday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d8c,Male,Sunday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d8d,Female,Sunday,Night,Kidnap,Placentia
5722cc23fc13ae3fa4000d8e,Female,Saturday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000d8f,Male,Sunday,Night,Assault,Anaheim
5722cc23fc13ae3fa4000d90,Male,Sunday,Evening,Kidnap,Fullerton
5722cc23fc13ae3fa4000d91,Male,Friday,Afternoon,Theft,Tustin
5722cc23fc13ae3fa4000d92,Female,Sunday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000d93,Male,Saturday,Afternoon,Kidnap,Tustin
5722cc23fc13ae3fa4000d94,Female,Friday,Evening,Theft,Fullerton
5722cc23fc13ae3fa4000d95,Male,Sunday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d96,Male,Saturday,Night,Kidnap,Fullerton
5722cc23fc13ae3fa4000d97,Male,Saturday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000d98,Male,Sunday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d99,Female,Friday,Evening,Assault,Anaheim
5722cc23fc13ae3fa4000d9a,Female,Friday,Night,Kidnap,Placentia
5722cc23fc13ae3fa4000d9b,Female,Friday,Night,Kidnap,Tustin
5722cc23fc13ae3fa4000d9c,Female,Sunday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000d9d,Female,Saturday,Evening,Kidnap,Tustin
5722cc23fc13ae3fa4000d9e,Male,Saturday,Evening,Kidnap,Anaheim
5722cc23fc13ae3fa4000d9f,Female,Sunday,Evening,Theft,Tustin
5722cc23fc13ae3fa4000da0,Male,Saturday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000da1,Male,Friday,Evening,Kidnap,Santa Ana
5722cc23fc13ae3fa4000da2,Female,Saturday,Night,Theft,Santa Ana
5722cc23fc13ae3fa4000da3,Female,Sunday,Evening,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000da4,Female,Saturday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000da5,Female,Saturday,Evening,Kidnap,Placentia
5722cc23fc13ae3fa4000da6,Male,Friday,Afternoon,Kidnap,Tustin
5722cc23fc13ae3fa4000da7,Male,Saturday,Afternoon,Theft,Santa Ana
5722cc23fc13ae3fa4000da8,Male,Sunday,Night,Assault,Fullerton
5722cc23fc13ae3fa4000da9,Male,Friday,Afternoon,Theft,Tustin
5722cc23fc13ae3fa4000daa,Male,Friday,Afternoon,Assault,Anaheim
5722cc23fc13ae3fa4000dab,Male,Friday,Afternoon,Theft,Costa Mesa
5722cc23fc13ae3fa4000dac,Male,Saturday,Night,Assault,Santa Ana
5722cc23fc13ae3fa4000dad,Male,Saturday,Evening,Assault,Anaheim
5722cc23fc13ae3fa4000dae,Female,Saturday,Night,Kidnap,Fullerton
5722cc23fc13ae3fa4000daf,Male,Sunday,Evening,Assault,Santa Ana
5722cc23fc13ae3fa4000db0,Male,Sunday,Evening,Theft,Placentia
5722cc23fc13ae3fa4000db1,Female,Saturday,Night,Theft,Anaheim
5722cc23fc13ae3fa4000db2,Male,Saturday,Evening,Kidnap,Santa Ana
5722cc23fc13ae3fa4000db3,Female,Friday,Night,Theft,Placentia
5722cc23fc13ae3fa4000db4,Female,Friday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000db5,Male,Sunday,Night,Theft,Costa Mesa
5722cc23fc13ae3fa4000db6,Female,Saturday,Afternoon,Theft,Santa Ana
5722cc23fc13ae3fa4000db7,Female,Saturday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000db8,Male,Saturday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000db9,Female,Saturday,Evening,Kidnap,Tustin
5722cc23fc13ae3fa4000dba,Male,Saturday,Night,Theft,Placentia
5722cc23fc13ae3fa4000dbb,Male,Friday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000dbc,Male,Saturday,Afternoon,Theft,Anaheim
5722cc23fc13ae3fa4000dbd,Male,Saturday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000dbe,Male,Sunday,Afternoon,Assault,Santa Ana
5722cc23fc13ae3fa4000dbf,Male,Friday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000dc0,Female,Sunday,Afternoon,Theft,Tustin
5722cc23fc13ae3fa4000dc1,Male,Sunday,Night,Assault,Tustin
5722cc23fc13ae3fa4000dc2,Female,Saturday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000dc3,Female,Saturday,Evening,Assault,Santa Ana
5722cc23fc13ae3fa4000dc4,Female,Friday,Night,Kidnap,Placentia
5722cc23fc13ae3fa4000dc5,Male,Sunday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000dc6,Male,Friday,Night,Assault,Anaheim
5722cc23fc13ae3fa4000dc7,Female,Saturday,Evening,Assault,Anaheim
5722cc23fc13ae3fa4000dc8,Male,Saturday,Evening,Theft,Tustin
5722cc23fc13ae3fa4000dc9,Female,Saturday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000dca,Male,Friday,Night,Theft,Santa Ana
5722cc23fc13ae3fa4000dcb,Female,Sunday,Night,Assault,Fullerton
5722cc23fc13ae3fa4000dcc,Female,Friday,Evening,Theft,Anaheim
5722cc23fc13ae3fa4000dcd,Male,Saturday,Night,Theft,Fullerton
5722cc23fc13ae3fa4000dce,Female,Friday,Night,Theft,Anaheim
5722cc23fc13ae3fa4000dcf,Male,Saturday,Evening,Assault,Tustin
5722cc23fc13ae3fa4000dd0,Female,Friday,Evening,Kidnap,Anaheim
5722cc23fc13ae3fa4000dd1,Male,Sunday,Evening,Kidnap,Anaheim
5722cc23fc13ae3fa4000dd2,Male,Saturday,Night,Assault,Costa Mesa
5722cc23fc13ae3fa4000dd3,Male,Friday,Night,Kidnap,Tustin
5722cc23fc13ae3fa4000dd4,Female,Sunday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000dd5,Female,Friday,Night,Kidnap,Placentia
5722cc23fc13ae3fa4000dd6,Male,Sunday,Afternoon,Assault,Anaheim
5722cc23fc13ae3fa4000dd7,Female,Sunday,Evening,Theft,Santa Ana
5722cc23fc13ae3fa4000dd8,Female,Saturday,Evening,Theft,Costa Mesa
5722cc23fc13ae3fa4000dd9,Female,Sunday,Evening,Kidnap,Tustin
5722cc23fc13ae3fa4000dda,Female,Friday,Evening,Theft,Anaheim
5722cc23fc13ae3fa4000ddb,Male,Friday,Evening,Kidnap,Placentia
5722cc23fc13ae3fa4000ddc,Male,Saturday,Afternoon,Assault,Santa Ana
5722cc23fc13ae3fa4000ddd,Male,Friday,Night,Kidnap,Fullerton
5722cc23fc13ae3fa4000dde,Male,Sunday,Night,Theft,Placentia
5722cc23fc13ae3fa4000ddf,Male,Friday,Night,Assault,Santa Ana
5722cc23fc13ae3fa4000de0,Male,Friday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000de1,Female,Saturday,Evening,Theft,Anaheim
5722cc23fc13ae3fa4000de2,Female,Sunday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000de3,Female,Saturday,Afternoon,Theft,Fullerton
5722cc23fc13ae3fa4000de4,Female,Saturday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000de5,Male,Saturday,Evening,Theft,Fullerton
5722cc23fc13ae3fa4000de6,Male,Sunday,Afternoon,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000de7,Male,Sunday,Night,Assault,Costa Mesa
5722cc23fc13ae3fa4000de8,Male,Friday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000de9,Female,Friday,Night,Kidnap,Tustin
5722cc23fc13ae3fa4000dea,Male,Friday,Night,Theft,Tustin
5722cc23fc13ae3fa4000deb,Male,Friday,Afternoon,Kidnap,Anaheim
5722cc23fc13ae3fa4000dec,Male,Sunday,Evening,Assault,Santa Ana
5722cc23fc13ae3fa4000ded,Female,Sunday,Afternoon,Theft,Tustin
5722cc23fc13ae3fa4000dee,Male,Sunday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000def,Male,Sunday,Afternoon,Kidnap,Anaheim
5722cc23fc13ae3fa4000df0,Female,Sunday,Evening,Kidnap,Fullerton
5722cc23fc13ae3fa4000df1,Female,Friday,Night,Theft,Anaheim
5722cc23fc13ae3fa4000df2,Female,Friday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000df3,Female,Saturday,Afternoon,Kidnap,Placentia
5722cc23fc13ae3fa4000df4,Male,Friday,Night,Kidnap,Anaheim
5722cc23fc13ae3fa4000df5,Male,Sunday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000df6,Female,Friday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000df7,Female,Friday,Night,Theft,Santa Ana
5722cc23fc13ae3fa4000df8,Female,Saturday,Afternoon,Kidnap,Santa Ana
5722cc23fc13ae3fa4000df9,Male,Saturday,Night,Assault,Fullerton
5722cc23fc13ae3fa4000dfa,Male,Friday,Afternoon,Assault,Placentia
5722cc23fc13ae3fa4000dfb,Female,Sunday,Evening,Kidnap,Fullerton
5722cc23fc13ae3fa4000dfc,Female,Friday,Evening,Kidnap,Santa Ana
5722cc23fc13ae3fa4000dfd,Male,Saturday,Afternoon,Theft,Anaheim
5722cc23fc13ae3fa4000dfe,Male,Friday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000dff,Male,Friday,Evening,Assault,Fullerton
5722cc23fc13ae3fa4000e00,Male,Friday,Afternoon,Assault,Santa Ana
5722cc23fc13ae3fa4000e01,Male,Sunday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000e02,Male,Saturday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000e03,Male,Saturday,Afternoon,Theft,Costa Mesa
5722cc23fc13ae3fa4000e04,Female,Friday,Evening,Theft,Costa Mesa
5722cc23fc13ae3fa4000e05,Female,Saturday,Evening,Assault,Costa Mesa
5722cc23fc13ae3fa4000e06,Female,Sunday,Afternoon,Theft,Santa Ana
5722cc23fc13ae3fa4000e07,Male,Friday,Afternoon,Theft,Anaheim
5722cc23fc13ae3fa4000e08,Female,Saturday,Evening,Kidnap,Fullerton
5722cc23fc13ae3fa4000e09,Male,Saturday,Night,Kidnap,Fullerton
5722cc23fc13ae3fa4000e0a,Male,Sunday,Night,Assault,Tustin
5722cc23fc13ae3fa4000e0b,Male,Saturday,Afternoon,Assault,Fullerton
5722cc23fc13ae3fa4000e0c,Male,Sunday,Afternoon,Theft,Costa Mesa
5722cc23fc13ae3fa4000e0d,Female,Saturday,Afternoon,Theft,Santa Ana
5722cc23fc13ae3fa4000e0e,Male,Saturday,Afternoon,Theft,Tustin
5722cc23fc13ae3fa4000e0f,Male,Saturday,Evening,Assault,Santa Ana
5722cc23fc13ae3fa4000e10,Male,Friday,Night,Assault,Placentia
5722cc23fc13ae3fa4000e11,Female,Friday,Night,Assault,Anaheim
5722cc23fc13ae3fa4000e12,Male,Friday,Evening,Assault,Santa Ana
5722cc23fc13ae3fa4000e13,Male,Sunday,Evening,Assault,Fullerton
5722cc23fc13ae3fa4000e14,Male,Saturday,Afternoon,Assault,Santa Ana
5722cc23fc13ae3fa4000e15,Female,Saturday,Evening,Theft,Costa Mesa
5722cc23fc13ae3fa4000e16,Male,Friday,Night,Kidnap,Santa Ana
5722cc23fc13ae3fa4000e17,Female,Friday,Evening,Assault,Tustin
5722cc23fc13ae3fa4000e18,Male,Sunday,Evening,Kidnap,Anaheim
5722cc23fc13ae3fa4000e19,Male,Friday,Afternoon,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000e1a,Male,Friday,Night,Assault,Anaheim
5722cc23fc13ae3fa4000e1b,Female,Saturday,Evening,Theft,Fullerton
5722cc23fc13ae3fa4000e1c,Female,Friday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000e1d,Male,Friday,Afternoon,Assault,Placentia
5722cc23fc13ae3fa4000e1e,Female,Saturday,Night,Kidnap,Anaheim
5722cc23fc13ae3fa4000e1f,Male,Friday,Afternoon,Theft,Costa Mesa
5722cc23fc13ae3fa4000e20,Female,Saturday,Night,Theft,Fullerton
5722cc23fc13ae3fa4000e21,Female,Sunday,Night,Theft,Santa Ana
5722cc23fc13ae3fa4000e22,Female,Friday,Afternoon,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000e23,Male,Sunday,Night,Theft,Fullerton
5722cc23fc13ae3fa4000e24,Male,Sunday,Afternoon,Assault,Santa Ana
5722cc23fc13ae3fa4000e25,Female,Saturday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000e26,Female,Friday,Evening,Assault,Fullerton
5722cc23fc13ae3fa4000e27,Male,Saturday,Afternoon,Theft,Santa Ana
5722cc23fc13ae3fa4000e28,Male,Sunday,Evening,Assault,Costa Mesa
5722cc23fc13ae3fa4000e29,Female,Sunday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000e2a,Female,Sunday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000e2b,Male,Saturday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000e2c,Male,Sunday,Evening,Assault,Tustin
5722cc23fc13ae3fa4000e2d,Female,Friday,Evening,Kidnap,Tustin
5722cc23fc13ae3fa4000e2e,Female,Sunday,Night,Theft,Santa Ana
5722cc23fc13ae3fa4000e2f,Female,Friday,Afternoon,Assault,Placentia
5722cc23fc13ae3fa4000e30,Male,Saturday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000e31,Female,Friday,Afternoon,Assault,Santa Ana
5722cc23fc13ae3fa4000e32,Male,Saturday,Night,Kidnap,Anaheim
5722cc23fc13ae3fa4000e33,Female,Friday,Night,Theft,Tustin
5722cc23fc13ae3fa4000e34,Male,Friday,Afternoon,Assault,Costa Mesa
5722cc23fc13ae3fa4000e35,Female,Saturday,Evening,Theft,Placentia
5722cc23fc13ae3fa4000e36,Male,Sunday,Night,Assault,Costa Mesa
5722cc23fc13ae3fa4000e37,Female,Sunday,Evening,Assault,Anaheim
5722cc23fc13ae3fa4000e38,Male,Friday,Afternoon,Theft,Santa Ana
5722cc23fc13ae3fa4000e39,Male,Friday,Afternoon,Assault,Fullerton
5722cc23fc13ae3fa4000e3a,Male,Saturday,Afternoon,Assault,Placentia
5722cc23fc13ae3fa4000e3b,Male,Sunday,Evening,Assault,Fullerton
5722cc23fc13ae3fa4000e3c,Female,Saturday,Afternoon,Theft,Fullerton
5722cc23fc13ae3fa4000e3d,Male,Friday,Evening,Assault,Fullerton
5722cc23fc13ae3fa4000e3e,Female,Friday,Evening,Theft,Santa Ana
5722cc23fc13ae3fa4000e3f,Male,Saturday,Afternoon,Theft,Fullerton
5722cc23fc13ae3fa4000e40,Female,Saturday,Evening,Assault,Placentia
5722cc23fc13ae3fa4000e41,Male,Friday,Afternoon,Assault,Anaheim
5722cc23fc13ae3fa4000e42,Female,Saturday,Evening,Kidnap,Anaheim
5722cc23fc13ae3fa4000e43,Male,Friday,Evening,Theft,Costa Mesa
5722cc23fc13ae3fa4000e44,Female,Saturday,Evening,Assault,Tustin
5722cc23fc13ae3fa4000e45,Male,Saturday,Night,Assault,Anaheim
5722cc23fc13ae3fa4000e46,Male,Sunday,Afternoon,Theft,Tustin
5722cc23fc13ae3fa4000e47,Female,Friday,Evening,Kidnap,Santa Ana
5722cc23fc13ae3fa4000e48,Male,Friday,Evening,Assault,Anaheim
5722cc23fc13ae3fa4000e49,Male,Sunday,Evening,Theft,Anaheim
5722cc23fc13ae3fa4000e4a,Female,Sunday,Afternoon,Kidnap,Fullerton
5722cc23fc13ae3fa4000e4b,Male,Friday,Afternoon,Theft,Anaheim
5722cc23fc13ae3fa4000e4c,Female,Sunday,Night,Theft,Placentia
5722cc23fc13ae3fa4000e4d,Female,Friday,Night,Assault,Santa Ana
5722cc23fc13ae3fa4000e4e,Male,Sunday,Evening,Kidnap,Tustin
5722cc23fc13ae3fa4000e4f,Female,Friday,Evening,Assault,Anaheim
5722cc23fc13ae3fa4000e50,Female,Saturday,Night,Kidnap,Costa Mesa
5722cc23fc13ae3fa4000e51,Female,Sunday,Afternoon,Assault,Tustin
5722cc23fc13ae3fa4000e52,Male,Friday,Night,Kidnap,Fullerton
5722cc23fc13ae3fa4000e53,Female,Saturday,Night,Theft,Placentia
5722cc23fc13ae3fa4000e54,Male,Saturday,Evening,Theft,Santa Ana
5722cc23fc13ae3fa4000e55,Male,Sunday,Evening,Kidnap,Costa Mesa
