case_number,gender,day,time_of_day,Offence,City
5722cc3afc13ae3fa4001173,Female,Friday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa4001174,Male,Friday,Night,Theft,Santa Ana
5722cc3afc13ae3fa4001175,Female,Friday,Evening,Theft,Placentia
5722cc3afc13ae3fa4001176,Female,Friday,Night,Assault,Santa Ana
5722cc3afc13ae3fa4001177,Female,Friday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001178,Female,Saturday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001179,Female,Saturday,Night,Theft,Placentia
5722cc3afc13ae3fa400117a,Female,Friday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa400117b,Female,Friday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa400117c,Male,Sunday,Night,Theft,Santa Ana
5722cc3afc13ae3fa400117d,Male,Saturday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa400117e,Male,Sunday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa400117f,Male,Sunday,Night,Kidnap,Placentia
5722cc3afc13ae3fa4001180,Male,Sunday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001181,Male,Saturday,Night,Assault,Placentia
5722cc3afc13ae3fa4001182,Female,Sunday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa4001183,Female,Saturday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa4001184,Male,Sunday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001185,Female,Sunday,Night,Assault,Santa Ana
5722cc3afc13ae3fa4001186,Female,Friday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001187,Female,Saturday,Evening,Theft,Placentia
5722cc3afc13ae3fa4001188,Male,Sunday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa4001189,Male,Saturday,Night,Theft,Santa Ana
5722cc3afc13ae3fa400118a,Female,Sunday,Night,Theft,Santa Ana
5722cc3afc13ae3fa400118b,Male,Friday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa400118c,Female,Friday,Night,Assault,Placentia
5722cc3afc13ae3fa400118d,Female,Friday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa400118e,Female,Friday,Evening,Assault,Placentia
5722cc3afc13ae3fa400118f,Male,Saturday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa4001190,Male,Sunday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa4001191,Female,Friday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa4001192,Female,Friday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa4001193,Female,Sunday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001194,Male,Saturday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa4001195,Male,Sunday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001196,Male,Friday,Night,Theft,Santa Ana
5722cc3afc13ae3fa4001197,Female,Friday,Night,Theft,Santa Ana
5722cc3afc13ae3fa4001198,Female,Friday,Night,Theft,Santa Ana
5722cc3afc13ae3fa4001199,Female,Friday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa400119a,Male,Sunday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa400119b,Female,Sunday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa400119c,Male,Friday,Night,Assault,Santa Ana
5722cc3afc13ae3fa400119d,Female,Saturday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa400119e,Male,Sunday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa400119f,Male,Saturday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa40011a0,Female,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa40011a1,Male,Saturday,Night,Kidnap,Placentia
5722cc3afc13ae3fa40011a2,Female,Sunday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa40011a3,Male,Friday,Night,Theft,Costa Mesa
5722cc3afc13ae3fa40011a4,Female,Saturday,Night,Kidnap,Placentia
5722cc3afc13ae3fa40011a5,Female,Friday,Night,Assault,Santa Ana
5722cc3afc13ae3fa40011a6,Female,Sunday,Night,Theft,Santa Ana
5722cc3afc13ae3fa40011a7,Male,Saturday,Night,Theft,Costa Mesa
5722cc3afc13ae3fa40011a8,Male,Sunday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa40011a9,Female,Sunday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa40011aa,Male,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa40011ab,Female,Sunday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa40011ac,Male,Saturday,Night,Theft,Costa Mesa
5722cc3afc13ae3fa40011ad,Male,Saturday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa40011ae,Male,Friday,Evening,Theft,Costa Mesa
5722cc3afc13ae3fa40011af,Male,Saturday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011b0,Female,Friday,Night,Assault,Santa Ana
5722cc3afc13ae3fa40011b1,Female,Friday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011b2,Male,Friday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011b3,Male,Friday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011b4,Male,Friday,Night,Assault,Placentia
5722cc3afc13ae3fa40011b5,Female,Friday,Evening,Theft,Costa Mesa
5722cc3afc13ae3fa40011b6,Female,Sunday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa40011b7,Male,Friday,Evening,Assault,Placentia
5722cc3afc13ae3fa40011b8,Male,Sunday,Night,Theft,Santa Ana
5722cc3afc13ae3fa40011b9,Female,Saturday,Evening,Theft,Placentia
5722cc3afc13ae3fa40011ba,Male,Saturday,Evening,Kidnap,Placentia
5722cc3afc13ae3fa40011bb,Male,Saturday,Night,Assault,Santa Ana
5722cc3afc13ae3fa40011bc,Female,Saturday,Night,Theft,Placentia
5722cc3afc13ae3fa40011bd,Female,Friday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa40011be,Female,Saturday,Evening,Kidnap,Placentia
5722cc3afc13ae3fa40011bf,Male,Friday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa40011c0,Male,Saturday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa40011c1,Female,Friday,Night,Theft,Santa Ana
5722cc3afc13ae3fa40011c2,Male,Saturday,Evening,Theft,Costa Mesa
5722cc3afc13ae3fa40011c3,Female,Sunday,Evening,Assault,Placentia
5722cc3afc13ae3fa40011c4,Male,Sunday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa40011c5,Male,Friday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa40011c6,Male,Friday,Evening,Theft,Placentia
5722cc3afc13ae3fa40011c7,Male,Saturday,Evening,Kidnap,Placentia
5722cc3afc13ae3fa40011c8,Female,Friday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011c9,Male,Friday,Evening,Assault,Placentia
5722cc3afc13ae3fa40011ca,Female,Sunday,Evening,Kidnap,Placentia
5722cc3afc13ae3fa40011cb,Female,Saturday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa40011cc,Male,Sunday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011cd,Female,Friday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa40011ce,Male,Sunday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa40011cf,Male,Sunday,Night,Kidnap,Placentia
5722cc3afc13ae3fa40011d0,Female,Saturday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa40011d1,Female,Saturday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011d2,Female,Saturday,Evening,Theft,Placentia
5722cc3afc13ae3fa40011d3,Female,Friday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa40011d4,Female,Saturday,Night,Theft,Placentia
5722cc3afc13ae3fa40011d5,Female,Friday,Night,Theft,Santa Ana
5722cc3afc13ae3fa40011d6,Male,Friday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa40011d7,Male,Saturday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011d8,Female,Saturday,Evening,Kidnap,Placentia
5722cc3afc13ae3fa40011d9,Female,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa40011da,Male,Friday,Night,Theft,Costa Mesa
5722cc3afc13ae3fa40011db,Male,Saturday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011dc,Male,Saturday,Evening,Kidnap,Placentia
5722cc3afc13ae3fa40011dd,Male,Friday,Night,Kidnap,Placentia
5722cc3afc13ae3fa40011de,Female,Sunday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011df,Female,Saturday,Evening,Theft,Placentia
5722cc3afc13ae3fa40011e0,Female,Saturday,Night,Theft,Santa Ana
5722cc3afc13ae3fa40011e1,Male,Friday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa40011e2,Male,Friday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa40011e3,Male,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa40011e4,Female,Sunday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa40011e5,Female,Saturday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa40011e6,Female,Sunday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa40011e7,Female,Friday,Night,Assault,Placentia
5722cc3afc13ae3fa40011e8,Female,Saturday,Night,Theft,Santa Ana
5722cc3afc13ae3fa40011e9,Female,Saturday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa40011ea,Male,Friday,Night,Theft,Santa Ana
5722cc3afc13ae3fa40011eb,Female,Saturday,Night,Theft,Placentia
5722cc3afc13ae3fa40011ec,Female,Sunday,Night,Assault,Santa Ana
5722cc3afc13ae3fa40011ed,Male,Friday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa40011ee,Male,Saturday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011ef,Female,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa40011f0,Male,Saturday,Evening,Assault,Placentia
5722cc3afc13ae3fa40011f1,Male,Sunday,Night,Assault,Santa Ana
5722cc3afc13ae3fa40011f2,Male,Saturday,Night,Assault,Placentia
5722cc3afc13ae3fa40011f3,Male,Sunday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa40011f4,Female,Saturday,Night,Theft,Placentia
5722cc3afc13ae3fa40011f5,Male,Friday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011f6,Male,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa40011f7,Female,Saturday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa40011f8,Male,Saturday,Evening,Kidnap,Placentia
5722cc3afc13ae3fa40011f9,Female,Sunday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa40011fa,Female,Friday,Evening,Theft,Placentia
5722cc3afc13ae3fa40011fb,Female,Friday,Night,Theft,Costa Mesa
5722cc3afc13ae3fa40011fc,Male,Sunday,Evening,Assault,Placentia
5722cc3afc13ae3fa40011fd,Male,Sunday,Night,Theft,Santa Ana
5722cc3afc13ae3fa40011fe,Male,Saturday,Night,Theft,Placentia
5722cc3afc13ae3fa40011ff,Female,Saturday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001200,Female,Saturday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001201,Male,Saturday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001202,Male,Saturday,Evening,Assault,Placentia
5722cc3afc13ae3fa4001203,Female,Sunday,Night,Theft,Placentia
5722cc3afc13ae3fa4001204,Male,Friday,Evening,Theft,Placentia
5722cc3afc13ae3fa4001205,Male,Saturday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001206,Female,Sunday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001207,Male,Friday,Evening,Theft,Placentia
5722cc3afc13ae3fa4001208,Male,Saturday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001209,Male,Friday,Night,Assault,Santa Ana
5722cc3afc13ae3fa400120a,Male,Sunday,Night,Theft,Costa Mesa
5722cc3afc13ae3fa400120b,Male,Saturday,Night,Theft,Santa Ana
5722cc3afc13ae3fa400120c,Male,Sunday,Evening,Theft,Costa Mesa
5722cc3afc13ae3fa400120d,Female,Saturday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa400120e,Female,Sunday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa400120f,Male,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa4001210,Female,Sunday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa4001211,Male,Saturday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa4001212,Male,Saturday,Night,Theft,Costa Mesa
5722cc3afc13ae3fa4001213,Male,Saturday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001214,Female,Friday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa4001215,Male,Saturday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001216,Male,Friday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa4001217,Female,Friday,Evening,Assault,Placentia
5722cc3afc13ae3fa4001218,Male,Friday,Night,Assault,Placentia
5722cc3afc13ae3fa4001219,Female,Saturday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa400121a,Male,Saturday,Night,Theft,Santa Ana
5722cc3afc13ae3fa400121b,Female,Sunday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa400121c,Female,Saturday,Night,Kidnap,Placentia
5722cc3afc13ae3fa400121d,Female,Sunday,Night,Assault,Santa Ana
5722cc3afc13ae3fa400121e,Male,Saturday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa400121f,Female,Saturday,Night,Assault,Placentia
5722cc3afc13ae3fa4001220,Male,Friday,Night,Kidnap,Placentia
5722cc3afc13ae3fa4001221,Female,Sunday,Night,Theft,Placentia
5722cc3afc13ae3fa4001222,Male,Sunday,Night,Assault,Santa Ana
5722cc3afc13ae3fa4001223,Female,Saturday,Evening,Assault,Placentia
5722cc3afc13ae3fa4001224,Female,Sunday,Evening,Assault,Placentia
5722cc3afc13ae3fa4001225,Female,Sunday,Evening,Theft,Costa Mesa
5722cc3afc13ae3fa4001226,Female,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa4001227,Male,Saturday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa4001228,Male,Friday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa4001229,Male,Saturday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa400122a,Female,Saturday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa400122b,Female,Sunday,Night,Kidnap,Placentia
5722cc3afc13ae3fa400122c,Male,Friday,Evening,Theft,Santa Ana
5722cc3afc13ae3fa400122d,Male,Saturday,Night,Theft,Santa Ana
5722cc3afc13ae3fa400122e,Male,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa400122f,Male,Saturday,Evening,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001230,Male,Saturday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001231,Female,Saturday,Night,Kidnap,Santa Ana
5722cc3afc13ae3fa4001232,Female,Saturday,Evening,Assault,Placentia
5722cc3afc13ae3fa4001233,Female,Sunday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa4001234,Female,Sunday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa4001235,Male,Saturday,Night,Assault,Santa Ana
5722cc3afc13ae3fa4001236,Male,Friday,Night,Theft,Santa Ana
5722cc3afc13ae3fa4001237,Male,Sunday,Night,Assault,Costa Mesa
5722cc3afc13ae3fa4001238,Male,Friday,Night,Kidnap,Placentia
5722cc3afc13ae3fa4001239,Female,Friday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa400123a,Female,Sunday,Night,Assault,Placentia
5722cc3afc13ae3fa400123b,Female,Saturday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa400123c,Female,Friday,Night,Assault,Placentia
5722cc3afc13ae3fa400123d,Female,Saturday,Evening,Assault,Santa Ana
5722cc3afc13ae3fa400123e,Female,Saturday,Evening,Theft,Placentia
5722cc3afc13ae3fa400123f,Female,Friday,Evening,Assault,Placentia
5722cc3afc13ae3fa4001240,Male,Saturday,Evening,Theft,Costa Mesa
5722cc3afc13ae3fa4001241,Male,Friday,Night,Assault,Placentia
5722cc3afc13ae3fa4001242,Male,Friday,Evening,Kidnap,Placentia
5722cc3afc13ae3fa4001243,Male,Friday,Evening,Assault,Costa Mesa
5722cc3afc13ae3fa4001244,Male,Friday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa4001245,Female,Friday,Evening,Kidnap,Santa Ana
5722cc3afc13ae3fa4001246,Female,Friday,Evening,Theft,Costa Mesa
5722cc3afc13ae3fa4001247,Female,Friday,Night,Theft,Placentia
5722cc3afc13ae3fa4001248,Male,Friday,Night,Theft,Costa Mesa
5722cc3afc13ae3fa4001249,Female,Saturday,Night,Kidnap,Costa Mesa
5722cc3afc13ae3fa400124a,Female,Saturday,Evening,Theft,Costa Mesa
